area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Hosa Road,1532.0,3.0,2.0,98.13,3,6405.352480417754
Super built-up  Area,Hosa Road,1680.0,3.0,1.0,101.0,3,6011.9047619047615
Plot  Area,Hosa Road,880.0,2.0,0.0,50.0,2,5681.818181818182
Super built-up  Area,Hosa Road,1533.0,3.0,1.0,98.18,3,6404.4357469015
Super built-up  Area,Hosa Road,1040.0,2.0,1.0,68.59,2,6595.192307692308
Super built-up  Area,Hosa Road,1040.0,2.0,1.0,61.0,2,5865.384615384615
Built-up  Area,Hosa Road,2500.0,3.0,2.0,100.0,3,4000.0
Super built-up  Area,Hosa Road,1245.0,2.0,1.0,62.0,2,4979.919678714859
Super built-up  Area,Hosa Road,1311.0,2.0,1.0,84.86,3,6472.921434019832
Super built-up  Area,Hosa Road,1512.0,3.0,2.0,103.0,3,6812.169312169312
Super built-up  Area,Hosa Road,800.0,1.0,0.0,39.99,1,4998.75
Super built-up  Area,Hosa Road,1726.0,3.0,2.0,81.99,3,4750.289687137891
Super built-up  Area,Hosa Road,1364.0,2.0,1.0,64.79,2,4750.000000000001
Super built-up  Area,Hosa Road,1016.0,2.0,1.0,45.0,2,4429.133858267716
Super built-up  Area,Hosa Road,1730.0,3.0,2.0,72.6,3,4196.531791907514
Super built-up  Area,Hosa Road,1360.0,2.0,1.0,77.61,2,5706.617647058823
Super built-up  Area,Hosa Road,1170.0,2.0,2.0,65.0,2,5555.555555555556
Super built-up  Area,Hosa Road,1470.0,2.0,2.0,84.22,3,5729.251700680272
Super built-up  Area,Hosa Road,1513.0,3.0,1.0,103.0,3,6807.666886979511
Super built-up  Area,Hosa Road,1708.0,3.0,0.0,64.05,4,3750.0
Super built-up  Area,Hosa Road,1161.0,2.0,1.0,48.75,2,4198.966408268734
Super built-up  Area,Hosa Road,1541.0,3.0,1.0,69.61,3,4517.1966255678135
Super built-up  Area,Hosa Road,1016.0,2.0,1.0,39.95,2,3932.086614173229
Super built-up  Area,Hosakerehalli,2378.0,3.0,1.0,262.0,3,11017.661900756939
Super built-up  Area,Hosakerehalli,2376.0,3.0,1.0,203.0,3,8543.771043771043
Built-up  Area,Hosakerehalli,3205.0,5.0,1.0,380.0,4,11856.474258970358
Super built-up  Area,Hosakerehalli,3024.0,5.0,1.0,248.0,4,8201.0582010582
Super built-up  Area,Hosakerehalli,3024.0,5.0,1.0,350.0,4,11574.074074074075
Plot  Area,Hosakerehalli,2400.0,5.0,2.0,250.0,5,10416.666666666666
Super built-up  Area,Hosakerehalli,1817.0,4.0,2.0,153.0,3,8420.473307649972
Super built-up  Area,Hosakerehalli,1304.0,2.0,3.0,100.0,2,7668.711656441717
Super built-up  Area,Hosakerehalli,2480.0,3.0,2.0,245.0,3,9879.032258064517
Built-up  Area,Hosakerehalli,925.0,2.0,1.0,46.5,2,5027.027027027027
Super built-up  Area,Hosakerehalli,2480.0,4.0,1.0,260.0,3,10483.870967741936
Super built-up  Area,Hosakerehalli,1596.0,3.0,3.0,79.8,3,5000.0
Plot  Area,Hosakerehalli,1200.0,2.0,1.0,100.0,3,8333.333333333334
Super built-up  Area,Hosakerehalli,3205.0,4.0,2.0,300.0,4,9360.374414976599
Super built-up  Area,Hosakerehalli,3033.0,4.0,1.0,326.0,4,10748.433893834488
Plot  Area,Hosakerehalli,600.0,2.0,0.0,65.0,2,10833.333333333334
Super built-up  Area,Hosakerehalli,2480.0,4.0,1.0,265.0,3,10685.483870967742
Built-up  Area,Hosakerehalli,925.0,2.0,1.0,46.25,2,5000.0
Super built-up  Area,Hosakerehalli,2376.0,3.0,1.0,240.0,3,10101.0101010101
Plot  Area,Hosakerehalli,1500.0,6.0,2.0,145.0,5,9666.666666666666
Super built-up  Area,Hoskote,1250.0,3.0,2.0,50.0,3,4000.0
Super built-up  Area,Hoskote,1225.0,3.0,1.0,40.0,3,3265.3061224489797
Super built-up  Area,Hoskote,1740.0,3.0,3.0,60.0,3,3448.2758620689656
Super built-up  Area,Hoskote,1170.0,2.0,3.0,45.0,2,3846.153846153846
Super built-up  Area,Hoskote,1250.0,3.0,2.0,29.0,3,2320.0
Plot  Area,Hoskote,1200.0,3.0,2.0,57.0,3,4750.0
Super built-up  Area,Hoskote,1069.0,2.0,2.0,38.0,3,3554.724041159963
Super built-up  Area,Hoskote,1095.0,2.0,2.0,33.6,2,3068.4931506849316
Super built-up  Area,Hoskote,1695.0,3.0,3.0,50.0,3,2949.8525073746314
Built-up  Area,Hoskote,1065.0,2.0,3.0,31.5,2,2957.7464788732395
Super built-up  Area,Hoskote,1395.0,2.0,2.0,63.0,3,4516.129032258064
Super built-up  Area,Hoskote,1065.0,2.0,2.0,28.5,2,2676.056338028169
Super built-up  Area,Hoskote,945.0,2.0,1.0,35.0,2,3703.703703703704
Super built-up  Area,Hoskote,1003.5,2.0,0.0,28.095,2,2799.701046337818
Built-up  Area,Hoskote,1065.0,2.0,3.0,33.75,2,3169.0140845070423
Super built-up  Area,Hoskote,509.0,1.0,1.0,23.0,1,4518.664047151277
Built-up  Area,Hosur Road,1656.0,2.0,1.0,120.0,2,7246.376811594203
Built-up  Area,Hosur Road,1194.0,2.0,0.0,69.0,2,5778.894472361809
Built-up  Area,Hosur Road,1175.0,2.0,2.0,48.0,3,4085.1063829787236
Super built-up  Area,Hosur Road,1145.0,2.0,2.0,60.0,3,5240.174672489083
Built-up  Area,Hosur Road,3300.0,5.0,2.0,240.0,5,7272.727272727273
Super built-up  Area,Hosur Road,1510.0,2.0,1.0,105.0,3,6953.64238410596
Super built-up  Area,Hosur Road,1427.0,2.0,1.0,80.63,3,5650.31534688157
Super built-up  Area,Hosur Road,1508.0,2.0,1.0,110.0,3,7294.429708222811
Super built-up  Area,Hosur Road,460.0,1.0,1.0,21.0,1,4565.217391304348
Super built-up  Area,Hosur Road,1733.0,2.0,3.0,85.0,3,4904.789382573572
Super built-up  Area,Hosur Road,1179.0,2.0,1.0,49.0,2,4156.064461407973
Super built-up  Area,Hosur Road,950.0,2.0,1.0,60.0,2,6315.789473684211
Super built-up  Area,Hosur Road,1194.0,2.0,1.0,71.64,2,6000.0
Super built-up  Area,Hosur Road,1766.0,3.0,1.0,130.0,3,7361.268403171008
Super built-up  Area,Hosur Road,1689.0,3.0,1.0,103.0,3,6098.283007696862
Built-up  Area,Hosur Road,3600.0,5.0,3.0,180.0,5,5000.0
Super built-up  Area,Hosur Road,1170.0,2.0,1.0,48.0,2,4102.5641025641025
Super built-up  Area,Hosur Road,1250.0,2.0,1.0,55.0,2,4400.0
Super built-up  Area,Hosur Road,1689.0,3.0,2.0,103.0,3,6098.283007696862
Plot  Area,Hosur Road,3000.0,4.0,2.0,160.0,4,5333.333333333333
Plot  Area,Hosur Road,2000.0,4.0,1.0,130.0,4,6500.0
Super built-up  Area,Hosur Road,1250.0,2.0,2.0,65.0,2,5200.0
Super built-up  Area,Hosur Road,1689.0,3.0,2.0,103.0,3,6098.283007696862
Super built-up  Area,Hosur Road,1250.0,2.0,2.0,50.0,3,4000.0
Super built-up  Area,Hosur Road,1685.0,3.0,1.0,90.0,3,5341.246290801187
Super built-up  Area,Hosur Road,1919.0,3.0,2.0,117.0,3,6096.925482021887
Super built-up  Area,Hulimavu,1125.0,2.0,2.0,50.0,2,4444.444444444444
Super built-up  Area,Hulimavu,1242.0,2.0,3.0,51.0,2,4106.280193236715
Super built-up  Area,Hulimavu,1650.0,3.0,2.0,78.0,3,4727.272727272727
Built-up  Area,Hulimavu,1823.0,3.0,2.0,100.0,3,5485.463521667581
Super built-up  Area,Hulimavu,1300.0,2.0,3.0,36.0,2,2769.230769230769
Super built-up  Area,Hulimavu,1080.0,2.0,2.0,43.2,2,4000.0
Super built-up  Area,Hulimavu,1100.0,2.0,2.0,71.5,2,6500.0
Super built-up  Area,Hulimavu,1758.0,3.0,2.0,65.0,3,3697.3833902161546
Super built-up  Area,Hulimavu,688.0,1.0,2.0,50.0,1,7267.441860465116
Super built-up  Area,Hulimavu,1255.0,2.0,2.0,73.0,2,5816.733067729084
Built-up  Area,Hulimavu,1200.0,4.0,0.0,75.0,4,6250.0
Super built-up  Area,Hulimavu,1058.0,2.0,1.0,48.0,2,4536.862003780719
Super built-up  Area,Hulimavu,1375.0,2.0,2.0,80.0,2,5818.181818181818
Super built-up  Area,Hulimavu,1248.0,2.0,1.0,69.0,2,5528.846153846154
Super built-up  Area,Hulimavu,1818.0,3.0,1.0,135.0,3,7425.742574257426
Super built-up  Area,Hulimavu,1225.0,2.0,2.0,55.0,2,4489.7959183673465
Super built-up  Area,Hulimavu,1255.0,2.0,2.0,74.0,2,5896.414342629482
Built-up  Area,Hulimavu,1175.0,2.0,2.0,45.0,2,3829.7872340425533
Super built-up  Area,Hulimavu,1255.0,2.0,2.0,69.0,2,5498.00796812749
Super built-up  Area,Hulimavu,1255.0,2.0,3.0,66.0,2,5258.964143426295
Super built-up  Area,Hulimavu,3035.0,5.0,2.0,271.0,3,8929.159802306425
Super built-up  Area,Hulimavu,3035.0,5.0,3.0,220.0,3,7248.764415156507
Super built-up  Area,Hulimavu,1127.0,2.0,1.0,65.0,2,5767.524401064774
Super built-up  Area,Hulimavu,1200.0,2.0,1.0,50.0,2,4166.666666666667
Built-up  Area,Hulimavu,1450.0,3.0,3.0,72.0,3,4965.517241379311
Plot  Area,Hulimavu,1200.0,2.0,0.0,75.0,2,6250.0
Super built-up  Area,Hulimavu,1430.0,2.0,2.0,90.0,3,6293.706293706294
Super built-up  Area,Hulimavu,850.0,1.0,1.0,39.5,2,4647.058823529412
Built-up  Area,Hulimavu,1000.0,2.0,1.0,45.0,2,4500.0
Super built-up  Area,Hulimavu,1320.0,2.0,2.0,59.0,3,4469.69696969697
Built-up  Area,Hulimavu,2000.0,4.0,0.0,100.0,4,5000.0
Super built-up  Area,Hulimavu,3560.0,5.0,3.0,318.0,4,8932.58426966292
Super built-up  Area,Hulimavu,1011.0,2.0,2.0,38.0,2,3758.6547972304647
Super built-up  Area,Hulimavu,1276.0,2.0,2.0,76.0,2,5956.112852664577
Plot  Area,Hulimavu,1500.0,2.0,0.0,90.0,2,6000.0
Super built-up  Area,Hulimavu,1315.0,2.0,0.0,60.48,2,4599.239543726236
Super built-up  Area,Hulimavu,1021.0,2.0,1.0,76.0,2,7443.682664054848
Super built-up  Area,Hulimavu,581.0,1.0,1.0,29.0,1,4991.394148020654
Super built-up  Area,Hulimavu,935.0,2.0,3.0,45.0,2,4812.834224598931
Built-up  Area,Hulimavu,1050.0,2.0,2.0,125.0,2,11904.761904761905
Built-up  Area,Hulimavu,1320.0,2.0,2.0,65.0,3,4924.242424242424
Plot  Area,Hulimavu,1200.0,4.0,1.0,75.0,4,6250.0
Super built-up  Area,Hulimavu,1260.0,2.0,1.0,82.0,3,6507.936507936508
Built-up  Area,Hulimavu,450.0,1.0,1.0,20.0,1,4444.444444444444
Super built-up  Area,Hulimavu,1231.0,2.0,1.0,84.5,2,6864.337936636881
Super built-up  Area,Hulimavu,1916.0,2.0,1.0,150.0,3,7828.8100208768265
Super built-up  Area,Hulimavu,1115.0,2.0,2.0,44.6,2,4000.0
Built-up  Area,ISRO Layout,4400.0,6.0,3.0,250.0,6,5681.818181818182
Super built-up  Area,ISRO Layout,1000.0,2.0,1.0,60.0,2,6000.0
Super built-up  Area,ISRO Layout,1180.0,2.0,3.0,52.0,2,4406.779661016949
Super built-up  Area,ISRO Layout,1310.0,2.0,3.0,68.0,3,5190.839694656489
Built-up  Area,ISRO Layout,4200.0,4.0,2.0,255.0,4,6071.428571428572
Built-up  Area,ISRO Layout,1050.0,2.0,1.0,51.0,2,4857.142857142857
Super built-up  Area,ISRO Layout,1370.0,2.0,2.0,87.0,3,6350.36496350365
Built-up  Area,ISRO Layout,1200.0,2.0,3.0,43.0,2,3583.3333333333335
Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3,4676.666666666667
Super built-up  Area,ITPL,1548.0,3.0,2.0,89.5,3,5781.6537467700255
Plot  Area,ITPL,1200.0,3.0,1.0,68.4,3,5700.000000000001
Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3,4676.666666666667
Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3,4676.666666666667
Plot  Area,ITPL,1500.0,3.0,1.0,61.52,3,4101.333333333333
Super built-up  Area,ITPL,5667.5,5.0,0.0,300.0,4,5293.33921482135
Super built-up  Area,Iblur Village,3235.0,3.0,1.0,235.0,3,7264.296754250387
Super built-up  Area,Iblur Village,3596.0,5.0,1.0,290.0,4,8064.5161290322585
Super built-up  Area,Iblur Village,1920.0,3.0,2.0,130.0,3,6770.833333333333
Super built-up  Area,Iblur Village,1995.0,3.0,2.0,135.0,3,6766.917293233083
Super built-up  Area,Iblur Village,3596.0,5.0,1.0,282.0,4,7842.046718576195
Super built-up  Area,Iblur Village,1918.0,3.0,2.0,129.0,3,6725.7559958289885
Super built-up  Area,Iblur Village,3596.0,5.0,0.0,252.0,4,7007.786429365962
Super built-up  Area,Iblur Village,2100.0,4.0,2.0,145.0,3,6904.761904761905
Super built-up  Area,Iblur Village,1920.0,3.0,2.0,150.0,3,7812.5
Super built-up  Area,Iblur Village,1920.0,3.0,2.0,130.0,3,6770.833333333333
Super built-up  Area,Iblur Village,2000.0,4.0,2.0,138.0,3,6900.0
Super built-up  Area,Iblur Village,3596.0,5.0,1.0,260.0,4,7230.255839822024
Super built-up  Area,Iblur Village,3596.0,5.0,1.0,279.0,4,7758.620689655172
Super built-up  Area,Iblur Village,2666.0,4.0,1.0,200.0,3,7501.875468867217
Super built-up  Area,Iblur Village,5384.0,5.0,3.0,420.0,5,7800.891530460624
Super built-up  Area,Iblur Village,3596.0,5.0,1.0,297.0,4,8259.176863181312
Super built-up  Area,Iblur Village,5515.0,6.0,2.0,425.0,5,7706.255666364461
Super built-up  Area,Iblur Village,3596.0,4.0,2.0,268.0,4,7452.725250278087
Super built-up  Area,Iblur Village,3596.0,5.0,1.0,251.0,4,6979.9777530589545
Built-up  Area,Indira Nagar,2200.0,4.0,2.0,200.0,4,9090.90909090909
Super built-up  Area,Indira Nagar,1200.0,2.0,2.0,93.0,2,7750.0
Super built-up  Area,Indira Nagar,1128.0,2.0,2.0,105.0,2,9308.510638297872
Super built-up  Area,Indira Nagar,2800.0,3.0,1.0,330.0,3,11785.714285714286
Super built-up  Area,Indira Nagar,1650.0,3.0,2.0,200.0,3,12121.212121212122
Carpet  Area,Indira Nagar,1875.0,3.0,1.0,180.0,3,9600.0
Built-up  Area,Indira Nagar,1210.0,2.0,1.0,102.0,2,8429.752066115703
Built-up  Area,Indira Nagar,1224.0,2.0,2.0,105.0,2,8578.43137254902
Super built-up  Area,Indira Nagar,2070.0,3.0,2.0,225.0,3,10869.565217391304
Built-up  Area,Indira Nagar,500.0,1.0,0.0,70.0,1,14000.0
Super built-up  Area,Indira Nagar,1400.0,2.0,2.0,168.0,2,12000.0
Plot  Area,Indira Nagar,2400.0,4.0,2.0,525.0,4,21875.0
Built-up  Area,Indira Nagar,1407.0,3.0,1.0,120.0,3,8528.784648187633
Super built-up  Area,Indira Nagar,1145.0,2.0,2.0,100.0,2,8733.624454148472
Super built-up  Area,Indira Nagar,1470.0,2.0,2.0,170.0,2,11564.625850340137
Super built-up  Area,Indira Nagar,2700.0,3.0,2.0,324.0,3,12000.0
Built-up  Area,Indira Nagar,850.0,1.0,2.0,57.0,1,6705.882352941177
Plot  Area,Indira Nagar,3250.0,8.0,1.0,600.0,8,18461.53846153846
Super built-up  Area,Indira Nagar,2601.0,4.0,2.0,312.0,3,11995.386389850059
Super built-up  Area,Indira Nagar,1260.0,2.0,2.0,100.0,2,7936.507936507936
Built-up  Area,Indira Nagar,1740.0,3.0,2.0,191.0,3,10977.011494252874
Built-up  Area,Indira Nagar,1650.0,3.0,3.0,220.0,3,13333.333333333334
Super built-up  Area,Indira Nagar,1700.0,3.0,2.0,150.0,3,8823.529411764706
Built-up  Area,Indira Nagar,3200.0,3.0,2.0,250.0,4,7812.5
Plot  Area,Indira Nagar,1440.0,3.0,1.0,275.0,3,19097.222222222223
Super built-up  Area,Indira Nagar,1475.0,2.0,2.0,171.0,2,11593.22033898305
Super built-up  Area,Indira Nagar,3200.0,4.0,2.0,440.0,4,13750.0
Built-up  Area,Indira Nagar,4000.0,4.0,1.0,700.0,4,17500.0
Built-up  Area,Indira Nagar,850.0,1.0,2.0,60.0,1,7058.823529411765
Plot  Area,Indira Nagar,2400.0,4.0,2.0,405.0,4,16875.0
Plot  Area,Indira Nagar,1800.0,5.0,2.0,350.0,5,19444.444444444445
Built-up  Area,Indira Nagar,1500.0,3.0,3.0,120.0,3,8000.0
Super built-up  Area,Indira Nagar,2200.0,3.0,2.0,160.0,3,7272.727272727273
Super built-up  Area,Indira Nagar,2800.0,4.0,3.0,365.0,4,13035.714285714286
Super built-up  Area,Indira Nagar,1260.0,2.0,3.0,120.0,2,9523.809523809523
Super built-up  Area,Indira Nagar,1149.0,2.0,1.0,130.0,2,11314.186248912098
Super built-up  Area,Indira Nagar,1650.0,3.0,1.0,150.0,3,9090.90909090909
Plot  Area,Indira Nagar,2400.0,6.0,2.0,475.0,6,19791.666666666668
Super built-up  Area,JP Nagar,1850.0,3.0,3.0,150.0,3,8108.108108108108
Super built-up  Area,JP Nagar,5520.0,2.0,2.0,375.0,5,6793.478260869565
Super built-up  Area,JP Nagar,1100.0,2.0,2.0,70.0,2,6363.636363636364
Super built-up  Area,JP Nagar,940.0,2.0,1.0,49.0,2,5212.765957446809
Built-up  Area,JP Nagar,2500.0,3.0,2.0,135.0,3,5400.0
Super built-up  Area,JP Nagar,4624.5,4.0,0.0,314.5,4,6800.735214617796
Built-up  Area,JP Nagar,1078.0,2.0,2.0,45.0,2,4174.397031539888
Super built-up  Area,JP Nagar,1050.0,1.0,1.0,44.0,1,4190.476190476191
Super built-up  Area,JP Nagar,1352.5,2.0,0.0,93.865,2,6940.110905730129
Super built-up  Area,JP Nagar,1200.0,2.0,2.0,62.0,2,5166.666666666667
Super built-up  Area,JP Nagar,1300.0,2.0,1.0,90.87,2,6990.0
Built-up  Area,JP Nagar,1315.0,2.0,1.0,85.4,3,6494.296577946768
Super built-up  Area,JP Nagar,1690.0,3.0,2.0,112.0,3,6627.218934911242
Super built-up  Area,JP Nagar,3000.0,4.0,2.0,140.0,4,4666.666666666667
Built-up  Area,JP Nagar,3000.0,4.0,2.0,140.0,4,4666.666666666667
Built-up  Area,JP Nagar,3300.0,4.0,3.0,160.0,3,4848.484848484848
Built-up  Area,JP Nagar,1150.0,2.0,2.0,49.9,3,4339.130434782609
Super built-up  Area,JP Nagar,750.0,1.0,1.0,52.5,1,7000.0
Super built-up  Area,JP Nagar,1200.0,2.0,3.0,78.0,2,6500.0
Super built-up  Area,JP Nagar,1850.0,2.0,2.0,110.0,3,5945.945945945946
Super built-up  Area,JP Nagar,1100.0,2.0,1.0,45.0,2,4090.909090909091
Super built-up  Area,JP Nagar,1197.0,2.0,1.0,47.88,2,4000.0
Built-up  Area,JP Nagar,2700.0,4.0,1.0,160.0,7,5925.925925925926
Super built-up  Area,JP Nagar,1500.0,2.0,3.0,82.0,3,5466.666666666667
Built-up  Area,JP Nagar,820.0,2.0,1.0,45.0,2,5487.804878048781
Super built-up  Area,JP Nagar,1750.0,3.0,1.0,123.0,3,7028.571428571428
Super built-up  Area,JP Nagar,2195.0,2.0,2.0,152.0,3,6924.829157175399
Super built-up  Area,JP Nagar,3496.5,2.0,2.0,237.5,3,6792.506792506792
Super built-up  Area,JP Nagar,1600.0,3.0,2.0,83.0,3,5187.5
Built-up  Area,JP Nagar,3000.0,3.0,2.0,150.0,4,5000.0
Super built-up  Area,JP Nagar,2050.0,3.0,3.0,82.0,3,4000.0
Super built-up  Area,JP Nagar,745.0,1.0,0.0,34.27,1,4600.000000000001
Built-up  Area,JP Nagar,1800.0,6.0,0.0,68.0,6,3777.777777777778
Super built-up  Area,JP Nagar,1150.0,2.0,2.0,90.0,2,7826.086956521739
Super built-up  Area,JP Nagar,1450.0,2.0,2.0,55.0,3,3793.103448275862
Super built-up  Area,JP Nagar,1960.0,3.0,1.0,138.0,3,7040.816326530612
Built-up  Area,JP Nagar,1500.0,2.0,0.0,87.0,4,5800.0
Built-up  Area,JP Nagar,1590.0,2.0,3.0,85.0,3,5345.911949685535
Super built-up  Area,JP Nagar,1250.0,2.0,2.0,60.0,2,4800.0
Carpet  Area,JP Nagar,2400.0,3.0,3.0,196.0,3,8166.666666666667
Super built-up  Area,JP Nagar,1300.0,2.0,1.0,91.65,2,7050.0
Super built-up  Area,JP Nagar,1107.0,2.0,1.0,57.0,2,5149.051490514905
Super built-up  Area,JP Nagar,1250.0,2.0,2.0,93.0,2,7440.0
Super built-up  Area,JP Nagar,1500.0,2.0,1.0,108.0,3,7200.0
Built-up  Area,JP Nagar,1520.0,3.0,2.0,125.0,3,8223.684210526315
Super built-up  Area,JP Nagar,1405.0,2.0,1.0,99.0,2,7046.26334519573
Super built-up  Area,JP Nagar,1157.0,2.0,1.0,73.0,2,6309.420916162489
Built-up  Area,JP Nagar,1048.0,2.0,1.0,44.0,2,4198.473282442748
Super built-up  Area,Jakkur,1417.0,2.0,3.0,75.0,2,5292.87226534933
Built-up  Area,Jakkur,1590.0,2.0,2.0,125.0,3,7861.635220125786
Super built-up  Area,Jakkur,1279.0,2.0,1.0,77.0,2,6020.3283815480845
Super built-up  Area,Jakkur,1710.0,3.0,2.0,107.0,3,6257.309941520468
Super built-up  Area,Jakkur,1396.0,2.0,1.0,86.51,3,6196.991404011461
Super built-up  Area,Jakkur,3467.86,6.0,3.0,249.0,4,7180.220654813054
Super built-up  Area,Jakkur,1865.0,3.0,1.0,124.0,3,6648.793565683646
Super built-up  Area,Jakkur,3181.0,2.0,2.0,260.5,4,8189.248663942157
Super built-up  Area,Jakkur,1760.0,3.0,2.0,139.0,3,7897.727272727273
Super built-up  Area,Jakkur,1290.0,2.0,1.0,100.0,2,7751.937984496124
Super built-up  Area,Jakkur,1452.19,2.0,1.0,100.0,2,6886.151261198604
Super built-up  Area,Jakkur,1798.0,3.0,1.0,120.0,3,6674.082313681869
Super built-up  Area,Jakkur,1300.0,2.0,1.0,85.0,2,6538.461538461538
Super built-up  Area,Jakkur,3181.0,4.0,0.0,260.5,4,8189.248663942157
Super built-up  Area,Jakkur,1950.0,3.0,2.0,131.0,3,6717.948717948718
Super built-up  Area,Jakkur,1858.0,3.0,1.0,98.3,3,5290.635091496232
Super built-up  Area,Jakkur,1230.0,2.0,1.0,76.0,2,6178.861788617886
Super built-up  Area,Jakkur,1374.0,3.0,2.0,68.0,3,4949.0538573508
Super built-up  Area,Jakkur,1290.0,2.0,1.0,80.0,2,6201.550387596899
Super built-up  Area,Jakkur,1760.0,3.0,2.0,110.0,3,6250.0
Super built-up  Area,Jakkur,2283.0,4.0,2.0,130.0,4,5694.261936049058
Super built-up  Area,Jakkur,1483.0,2.0,1.0,98.0,2,6608.226567768038
Super built-up  Area,Jakkur,1482.0,3.0,2.0,86.0,3,5802.968960863698
Super built-up  Area,Jakkur,1645.0,3.0,1.0,100.0,3,6079.0273556231
Super built-up  Area,Jakkur,1650.0,3.0,2.0,111.0,3,6727.272727272727
Super built-up  Area,Jakkur,1622.0,2.0,0.0,80.0,3,4932.182490752158
Super built-up  Area,Jakkur,2423.0,4.0,3.0,160.0,3,6603.38423442014
Super built-up  Area,Jakkur,2197.0,3.0,2.0,136.0,3,6190.259444697314
Super built-up  Area,Jakkur,1125.0,2.0,2.0,65.0,2,5777.777777777777
Super built-up  Area,Jakkur,1230.0,2.0,1.0,79.0,2,6422.764227642277
Super built-up  Area,Jakkur,1202.0,2.0,1.0,79.0,2,6572.379367720466
Super built-up  Area,Jakkur,1858.0,3.0,1.0,123.0,3,6620.021528525296
Super built-up  Area,Jakkur,3181.0,2.0,2.0,229.0,4,7198.994027035524
Super built-up  Area,Jakkur,1745.0,2.0,2.0,98.485,3,5643.839541547278
Super built-up  Area,Jakkur,1798.0,3.0,1.0,110.0,3,6117.908787541713
Built-up  Area,Jakkur,1785.0,3.0,2.0,130.0,3,7282.913165266106
Super built-up  Area,Jakkur,1080.0,2.0,2.0,60.0,2,5555.555555555556
Super built-up  Area,Jakkur,1260.0,2.0,0.0,71.195,2,5650.396825396825
Super built-up  Area,Jakkur,1816.0,3.0,1.0,119.0,3,6552.863436123348
Super built-up  Area,Jakkur,1424.0,2.0,3.0,80.0,2,5617.9775280898875
Super built-up  Area,Jakkur,1290.0,2.0,1.0,85.0,2,6589.147286821705
Built-up  Area,Jakkur,1300.0,2.0,2.0,80.0,2,6153.846153846154
Super built-up  Area,Jakkur,1290.0,2.0,1.0,80.04,2,6204.651162790698
Super built-up  Area,Jakkur,1282.0,2.0,1.0,72.0,2,5616.224648985959
Super built-up  Area,Jakkur,1880.0,4.0,2.0,110.0,3,5851.063829787234
Super built-up  Area,Jakkur,1660.0,3.0,2.0,104.0,3,6265.060240963855
Super built-up  Area,Jakkur,1291.0,2.0,1.0,75.0,2,5809.450038729667
Super built-up  Area,Jakkur,1473.0,2.0,1.0,85.0,2,5770.536320434488
Super built-up  Area,Jakkur,1660.0,3.0,2.0,104.0,3,6265.060240963855
Super built-up  Area,Jakkur,1432.0,2.0,1.0,85.0,2,5935.754189944134
Super built-up  Area,Jakkur,1150.0,3.0,2.0,65.0,3,5652.173913043478
Super built-up  Area,Jakkur,1710.0,3.0,2.0,110.0,3,6432.748538011696
Super built-up  Area,Jalahalli,1400.0,3.0,0.0,77.0,3,5500.0
Super built-up  Area,Jalahalli,2250.0,3.0,2.0,160.0,3,7111.111111111111
Super built-up  Area,Jalahalli,1694.0,2.0,2.0,125.0,2,7378.984651711924
Built-up  Area,Jalahalli,1870.0,3.0,2.0,110.0,3,5882.35294117647
Built-up  Area,Jalahalli,1400.0,1.0,1.0,80.0,2,5714.285714285715
Super built-up  Area,Jalahalli,1045.0,2.0,2.0,76.77,2,7346.411483253589
Super built-up  Area,Jalahalli,1615.0,3.0,2.0,89.75,3,5557.275541795666
Super built-up  Area,Jalahalli,2113.0,3.0,2.0,155.0,3,7335.541883577851
Super built-up  Area,Jalahalli,1932.0,4.0,3.0,135.0,3,6987.577639751553
Super built-up  Area,Jalahalli,1045.0,2.0,1.0,58.0,2,5550.239234449761
Plot  Area,Jalahalli,1200.0,4.0,0.0,90.0,4,7500.0
Super built-up  Area,Jalahalli,1020.0,2.0,1.0,52.0,2,5098.0392156862745
Super built-up  Area,Jalahalli,2384.0,4.0,2.0,165.0,3,6921.140939597315
Super built-up  Area,Jalahalli,790.0,2.0,1.0,49.5,2,6265.822784810127
Built-up  Area,Jalahalli,1395.0,3.0,3.0,82.0,3,5878.136200716845
Built-up  Area,Jalahalli,1770.0,3.0,3.0,100.0,3,5649.717514124294
Super built-up  Area,Jalahalli,1569.0,3.0,2.0,118.0,3,7520.713830465264
Plot  Area,Jalahalli,600.0,1.0,0.0,37.0,1,6166.666666666667
Super built-up  Area,Jalahalli,615.0,1.0,1.0,46.0,1,7479.674796747968
Super built-up  Area,Jalahalli,2404.0,3.0,2.0,138.0,3,5740.432612312812
Super built-up  Area,Jalahalli,905.0,2.0,2.0,55.0,2,6077.348066298343
Built-up  Area,Jalahalli,1000.0,2.0,0.0,70.0,2,7000.0
